# Données du deuxième détecteur
# Index,temps(ms), tension(mV), temps mort cumulatif (ms), température
27804,34301208.963,48,115,16
27805,34302231.665,25,122,16
27806,34302648.962,20,120,17
27807,34303835.903,28,124,18
27808,34304066.110,33,125,18
27809,34307365.547,66,115,16
27810,34307863.082,42,115,16
27811,34310122.604,131,125,16
27812,34312254.745,52,122,18
27813,34312725.672,32,120,18
27814,34313487.378,24,137,17
27815,34313849.827,16,121,17
27816,34314034.715,45,124,16
27817,34316588.821,18,124,18
27818,34316947.682,46,129,17
27819,34318643.178,28,123,17
27820,34320982.785,29,119,17
27821,34323050.454,49,125,16
27822,34323794.967,71,121,16
27823,34323834.325,58,120,16
27824,34325145.302,24,121,17
27825,34326091.913,66,113,16
27826,34327266.754,22,118,17
27827,34327306.102,31,122,16
27828,34327954.027,43,124,16
27829,34329014.739,73,123,16
27830,34330090.229,17,126,17
27831,34330892.900,22,126,18
27832,34332880.022,44,118,16
27833,34333514.711,54,122,16
27834,34333997.774,19,119,18
27835,34334493.885,65,124,17
27836,34334747.046,60,126,16
27837,34337503.705,66,112,16
27838,34341105.568,223,126,16
27839,34344794.832,75,127,16
27840,34345165.543,25,124,16
27841,34346481.917,20,122,16
27842,34349657.714,47,123,18
27843,34350245.188,15,123,18
27844,34350423.958,26,126,17
27845,34354485.265,44,119,16
27846,34355096.530,42,125,16
27847,34359753.552,32,116,18
27848,34360790.576,15,126,17
27849,34362362.210,97,125,16
27850,34362579.900,39,123,17
27851,34364224.889,53,117,16
27852,34366670.858,39,119,16
27853,34368409.861,61,119,18
27854,34368435.979,84,138,17
27855,34368918.528,20,127,16
27856,34369138.358,32,124,18
27857,34370413.791,36,124,18
27858,34371552.856,54,114,16
27859,34372220.683,15,116,18
27860,34372775.613,97,122,16
27861,34374005.891,22,119,16
27862,34374449.547,16,119,19
27863,34374715.026,33,119,17
27864,34374775.220,63,121,17
27865,34375678.310,57,126,16
27866,34375878.830,18,120,16
27867,34378537.953,33,123,16
27868,34379309.568,157,121,16
27869,34379473.395,43,115,16
27870,34379656.447,36,114,16
27871,34381257.032,23,118,18
27872,34381561.711,53,125,16
27873,34382136.531,43,124,16
27874,34384351.794,48,118,16
27875,34385717.743,50,117,16
27876,34386237.486,97,119,16
27877,34386826.264,16,121,18
27878,34387862.978,27,124,19
27879,34391986.491,22,126,16
27880,34394368.400,90,120,16
27881,34394838.662,11,126,17
27882,34395196.450,23,124,16
27883,34395230.519,25,122,18
27884,34395808.709,49,122,16
27885,34399095.194,19,124,16
27886,34399841.434,22,122,18
27887,34400187.474,20,121,16
27888,34400998.519,48,122,18
27889,34402631.880,30,122,18
27890,34402647.905,38,122,17
27891,34403059.669,99,120,16
27892,34403513.317,27,118,18
27893,34404155.502,22,122,16
27894,34404180.007,13,124,17
27895,34404968.257,57,123,16
27896,34407134.742,44,125,17
27897,34408090.520,55,125,16
27898,34409198.349,12,125,16
27899,34409396.287,113,115,16
27900,34409724.755,96,128,16
27901,34410516.601,26,119,18
27902,34412578.984,15,121,17
27903,34413112.839,42,118,16
27904,34413246.216,19,129,16
27905,34414055.003,76,124,16
27906,34414171.349,43,122,16
27907,34415045.801,38,128,17
27908,34421084.493,16,124,16
27909,34421112.451,14,126,18
27910,34423286.390,33,120,18
27911,34425714.856,91,119,16
27912,34431163.799,24,118,18
27913,34431258.150,17,122,16
27914,34432274.763,17,121,18
27915,34434441.194,38,121,18
27916,34436988.289,77,124,16
27917,34437045.102,17,127,16
27918,34437518.351,19,127,16
27919,34439161.872,56,129,16
27920,34439604.882,57,124,16
27921,34439879.190,96,121,16
27922,34441103.615,24,127,18
27923,34441176.849,13,130,18
27924,34441322.691,30,120,18
27925,34444188.188,54,126,18
27926,34446390.587,22,117,18
27927,34447571.462,56,117,17
27928,34447765.567,69,122,16
27929,34449632.731,22,123,17
27930,34451163.309,196,120,18
27931,34453426.273,18,115,17
27932,34455014.505,22,125,16
27933,34456730.961,74,121,16
27934,34456929.586,85,121,16
27935,34458617.922,41,122,18
27936,34461283.025,24,121,17
27937,34461637.053,23,126,16
27938,34462205.869,23,123,17
27939,34463971.320,33,121,16
27940,34467430.361,78,122,16
27941,34467962.100,106,124,17
27942,34471368.417,12,125,17
27943,34471896.231,57,124,17
27944,34472767.152,26,120,17
27945,34478300.235,50,124,16
27946,34479319.505,38,119,16
27947,34480259.066,87,121,16
27948,34481546.992,42,124,17
27949,34482253.124,88,117,16
27950,34483152.232,50,119,16
27951,34484041.882,23,125,16
27952,34484447.193,48,117,16
27953,34486709.220,116,119,16
27954,34488863.498,16,133,17
27955,34491808.258,15,122,17
27956,34493109.432,32,119,18
27957,34493149.239,15,129,18
27958,34494918.514,54,123,16
27959,34495748.705,26,117,18
27960,34496126.358,58,122,17
27961,34496639.431,84,118,16
27962,34499906.191,20,122,17
27963,34501106.993,15,120,18
27964,34501539.220,32,119,17
27965,34502693.716,10,121,18
27966,34505398.822,24,129,17
27967,34505835.687,59,125,16
27968,34506620.174,30,129,18
27969,34508373.433,28,120,16
27970,34508540.362,44,123,16
27971,34509584.784,26,126,17
27972,34510636.737,77,127,16
27973,34510641.844,40,125,18
27974,34510958.920,28,124,17
27975,34512858.711,24,119,16
27976,34513788.460,49,119,17
27977,34519198.097,80,115,16
27978,34522496.324,34,121,16
27979,34524093.533,52,123,17
27980,34524821.956,116,123,16
27981,34528164.172,148,130,16
27982,34528544.082,18,123,17
27983,34529490.457,45,119,17
27984,34529912.904,51,121,17
27985,34531070.418,31,129,18
27986,34534642.881,40,123,18
27987,34535035.750,78,114,16
27988,34536300.563,43,134,16
27989,34536824.141,19,125,17
27990,34536891.856,11,125,18
27991,34538673.549,15,119,17
27992,34543041.220,25,123,16
27993,34544506.287,52,119,16
27994,34545246.083,27,123,17
27995,34546366.593,17,117,16
27996,34546482.097,129,121,16
27997,34548691.301,46,112,18
27998,34548935.707,26,132,17
27999,34550658.678,19,126,17
28000,34554009.863,16,125,17
28001,34555276.099,40,121,16
28002,34556333.988,23,123,18
28003,34558037.113,44,121,17
28004,34560586.327,18,128,16
28005,34560791.501,73,125,16
28006,34561799.100,62,126,16
28007,34565604.720,23,123,16
28008,34567313.896,47,134,16
28009,34567345.085,26,125,18
28010,34567474.517,18,126,18
28011,34567726.675,27,124,17
28012,34568639.150,54,128,16
28013,34569163.923,90,125,16
28014,34569997.208,21,123,17
28015,34571870.428,35,123,17
28016,34572056.577,61,120,16
28017,34573120.341,21,123,17
28018,34573896.291,23,128,17
28019,34574552.326,38,124,18
28020,34574678.348,26,120,18
28021,34575546.582,18,125,17
28022,34578142.378,13,120,16
28023,34579491.978,47,124,18
28024,34579515.121,21,124,16
28025,34581115.371,22,116,17
28026,34581769.452,27,123,16
28027,34583014.474,120,119,16
28028,34586007.851,20,122,17
28029,34587659.255,54,125,16
28030,34588831.518,158,121,18
28031,34591986.402,16,129,17
28032,34592876.610,24,118,17
28033,34592946.885,24,119,17
28034,34593245.668,39,117,17
28035,34594961.327,24,126,16
28036,34595096.580,15,123,19
28037,34595142.945,22,126,18
28038,34596045.353,15,125,18
28039,34596107.192,84,126,16
28040,34596891.982,21,120,19
28041,34597011.632,17,126,17
28042,34597661.648,28,227,18
28043,34598354.743,31,116,17
28044,34598707.107,37,121,16
28045,34601538.246,85,125,16
28046,34602335.069,69,121,16
28047,34603631.459,20,125,17
28048,34604311.077,17,124,19
28049,34605245.123,46,124,16
28050,34606020.227,62,118,16
28051,34606243.064,13,122,17
28052,34606975.012,26,126,16
28053,34607713.380,36,123,18
28054,34607736.262,15,119,16
28055,34610521.219,14,124,17
28056,34611071.826,43,123,17
28057,34611303.444,53,124,16
28058,34611822.973,90,119,16
28059,34612525.301,62,122,16
28060,34613039.719,14,121,17
28061,34614994.928,40,118,16
28062,34615556.072,52,130,16
28063,34616871.076,73,124,16
28064,34616877.402,19,128,17
28065,34618103.729,66,126,16
28066,34620538.532,27,126,17
28067,34621974.779,22,125,17
28068,34622973.863,50,122,16
28069,34623248.495,90,121,16
28070,34624866.401,18,127,18
28071,34625727.044,23,121,16
28072,34626282.927,33,125,18
28073,34626519.913,44,124,16
28074,34628669.969,11,127,18
28075,34628772.053,60,124,16
28076,34631530.196,37,117,16
28077,34631751.582,23,125,16
28078,34632992.200,21,123,17
28079,34633589.944,94,126,16
28080,34634895.159,59,128,16
28081,34635938.496,41,121,18
28082,34638749.307,51,121,16
28083,34639309.917,22,122,18
28084,34640125.842,22,126,18
28085,34640772.011,23,120,17
28086,34640881.190,60,125,16
28087,34643845.495,28,119,17
28088,34646000.748,80,110,16
28089,34647503.307,18,123,17
28090,34648153.105,302,117,16
28091,34649372.519,85,133,16
28092,34651399.003,35,120,16
28093,34657824.212,18,126,19
28094,34658718.896,16,118,17
28095,34659530.534,14,122,18
28096,34660080.236,199,115,16
28097,34660599.774,61,127,16
28098,34661366.200,29,121,17
28099,34661716.116,58,123,18
28100,34662658.768,33,125,16
28101,34663032.435,27,117,17
28102,34664321.436,28,121,18
28103,34666067.438,26,123,18
28104,34667598.356,56,122,16
28105,34668009.057,144,121,17
28106,34670612.063,37,242,16
28107,34672162.029,52,119,16
28108,34672495.437,62,122,16
28109,34674308.307,15,122,18
28110,34674740.730,17,121,17
28111,34675377.271,13,118,18
28112,34675911.828,22,122,16
28113,34677267.214,25,121,18
28114,34679338.512,21,120,16
28115,34679797.491,102,122,16
28116,34681385.791,29,121,19
28117,34683004.797,21,124,16
28118,34683356.068,20,122,19
28119,34684040.739,53,127,16
28120,34685257.874,41,124,18
28121,34687894.073,37,116,17
28122,34687970.504,99,123,18
28123,34688226.206,20,124,18
28124,34688309.031,69,114,19
28125,34694238.872,53,119,17
28126,34694712.630,36,119,17
28127,34695433.072,14,127,17
28128,34696274.273,64,124,16
28129,34696550.393,15,120,17
28130,34698303.341,13,122,17
28131,34698826.231,31,124,17
28132,34699293.109,53,118,16
28133,34700195.942,38,126,17
28134,34700281.764,34,127,18
28135,34700571.288,35,125,17
28136,34700660.582,15,123,18
28137,34701067.804,20,124,16
28138,34701223.102,12,120,17
28139,34701326.110,24,121,18
28140,34703467.096,23,242,16
28141,34704885.460,93,125,16
28142,34704913.663,27,114,16
28143,34705702.659,19,122,17
28144,34706915.751,19,123,18
28145,34707111.103,28,116,17
28146,34707511.592,47,123,16
28147,34709155.014,16,136,16
28148,34709504.389,46,120,17
28149,34709780.040,17,122,18
28150,34710710.231,17,123,17
28151,34713194.861,30,123,17
28152,34713327.298,57,125,16
28153,34713677.326,23,123,17
28154,34715720.934,62,127,16
28155,34716147.125,112,125,16
28156,34716157.343,22,132,17
28157,34717407.972,56,123,16
28158,34720326.628,23,127,17
28159,34720372.799,14,128,17
28160,34727804.257,112,123,17
28161,34727863.764,16,125,17
28162,34730675.280,31,124,16
28163,34730970.307,18,132,17
28164,34731798.583,110,116,16
28165,34734438.995,18,119,16
28166,34735587.442,20,121,17
28167,34736068.988,36,129,18
28168,34737591.750,27,128,17
28169,34737668.044,41,121,16
28170,34737790.212,25,123,17
28171,34738028.232,21,121,18
28172,34738961.300,17,117,17
28173,34740904.229,34,118,16
28174,34742227.733,30,113,18
28175,34745425.098,15,118,16
28176,34747176.505,20,126,16
28177,34747568.838,32,123,17
28178,34749899.023,24,126,16
28179,34750489.282,57,122,16
28180,34751046.662,25,127,18
28181,34752598.743,45,124,17
28182,34756164.395,36,120,16
28183,34757231.451,56,119,16
28184,34757779.864,71,124,16
28185,34758937.283,17,113,19
28186,34759230.215,28,116,18
28187,34761462.163,59,120,17
28188,34763166.496,82,131,16
28189,34763828.752,42,124,19
28190,34765003.502,62,128,16
28191,34765434.922,11,115,18
28192,34766348.001,56,128,16
28193,34768638.552,58,122,16
28194,34770253.117,23,118,17
28195,34770857.411,141,125,16
28196,34771055.883,50,124,16
28197,34772000.167,96,124,16
28198,34772788.788,21,123,16
28199,34773489.924,25,116,17
28200,34773613.388,68,124,16
28201,34774316.302,99,128,16
28202,34775702.810,19,126,17
28203,34776948.910,16,122,17
28204,34777204.311,33,116,18
28205,34783199.913,22,121,18
28206,34783998.279,19,127,16
28207,34785163.922,84,121,16
28208,34786037.235,13,123,18
28209,34786198.395,39,128,16
28210,34786347.898,15,124,18
28211,34787118.858,22,113,16
28212,34788144.574,99,123,16
28213,34789474.069,114,124,16
28214,34789640.571,29,124,17
28215,34790140.911,67,119,16
28216,34793799.082,38,119,16
28217,34794340.165,13,121,18
28218,34795656.342,59,128,17
28219,34798465.098,107,126,16
28220,34798481.714,21,129,18
28221,34798642.103,43,119,16
28222,34800404.628,22,124,16
28223,34801052.040,21,131,16
28224,34801857.506,22,118,16
28225,34802469.476,42,118,16
28226,34803826.839,21,125,17
28227,34804020.129,22,121,17
28228,34804151.402,18,122,17
28229,34805690.392,21,133,18
28230,34805736.012,81,125,16
28231,34805839.054,20,120,18
28232,34807924.355,49,123,18
28233,34813248.422,16,124,16
28234,34814172.848,42,119,16
28235,34815233.740,38,116,18
28236,34816148.888,72,122,17
28237,34816282.635,54,121,18
28238,34816893.522,55,124,16
28239,34823186.455,17,121,17
28240,34823543.122,39,117,16
28241,34823915.966,50,125,16
28242,34824770.414,23,120,17
28243,34825327.661,55,119,16
28244,34825526.694,24,113,17
28245,34825757.458,78,125,16
28246,34827657.657,48,125,16
28247,34828662.825,90,124,16
28248,34830042.066,16,113,16
28249,34830769.293,57,122,16
28250,34832152.214,15,117,17
28251,34832355.251,145,124,16
28252,34833910.890,50,129,16
28253,34834976.655,51,116,16
28254,34835126.362,65,117,16
28255,34836120.015,44,118,19
28256,34837703.409,14,119,19
28257,34839016.145,56,121,16
28258,34841041.158,48,119,17
28259,34841073.375,21,237,17
28260,34842860.894,17,116,17
28261,34843345.353,17,134,16
28262,34843595.309,19,125,16
28263,34843982.131,36,128,18
28264,34844932.248,16,124,17
28265,34846070.340,90,119,16
28266,34847802.574,118,127,16
28267,34848323.386,54,128,16
28268,34849641.689,28,127,16
28269,34849877.921,69,121,16
28270,34850177.244,96,123,16
28271,34850280.090,36,125,18
28272,34850462.662,134,125,16
28273,34852623.628,20,125,16
28274,34852915.743,98,124,16
28275,34854312.867,34,122,17
28276,34856892.087,72,125,16
28277,34856961.731,13,122,16
28278,34858363.307,74,123,16
28279,34859871.792,33,121,17
28280,34860109.618,44,120,16
28281,34860916.475,113,119,16
28282,34861304.644,19,114,16
28283,34861314.733,30,122,16
28284,34861756.585,18,127,17
28285,34862663.624,21,122,17
28286,34862806.849,64,123,16
28287,34863803.630,24,120,17
28288,34866984.100,28,119,17
28289,34871434.550,75,123,16
28290,34873230.274,47,122,17
28291,34873443.537,15,123,17
28292,34874152.713,65,123,16
28293,34875101.086,46,123,16
28294,34875261.018,71,123,18
28295,34875469.017,76,123,16
28296,34877021.085,23,123,16
28297,34877825.444,52,122,16
28298,34877872.340,38,121,16
28299,34883372.227,49,121,16
28300,34884408.736,51,119,16
28301,34885012.234,18,119,16
28302,34885365.879,32,124,16
28303,34886861.977,42,118,16
28304,34886897.959,12,122,19
28305,34888797.428,15,116,16
28306,34893335.632,26,120,17
28307,34893354.040,125,121,16
28308,34893810.923,23,128,17
28309,34895318.102,64,323,17
28310,34896346.041,91,122,16
28311,34896518.005,17,123,16
28312,34898591.880,104,121,16
28313,34899879.602,33,123,19
28314,34901057.669,39,123,16
28315,34901912.490,70,120,16
28316,34902258.723,91,125,16
28317,34903553.022,20,119,18
28318,34903615.073,83,125,16
28319,34904510.731,190,128,18
28320,34904738.630,14,139,16
28321,34906799.078,20,124,18
28322,34906804.748,30,121,19
28323,34907094.657,69,119,16
28324,34908170.620,138,121,16
28325,34908233.355,19,118,16
28326,34908383.389,26,114,17
28327,34908875.469,81,122,17
28328,34909663.610,41,124,16
28329,34909719.936,44,116,16
28330,34911390.620,54,124,16
28331,34913331.914,50,126,18
28332,34914078.630,20,116,18
28333,34914562.623,12,119,18
28334,34914951.744,55,122,16
28335,34917609.863,17,130,17
28336,34918953.746,327,131,16
28337,34919799.860,20,133,17
28338,34923105.101,38,123,16
28339,34923655.851,21,125,18
28340,34924196.561,68,124,16
28341,34927176.320,26,127,17
28342,34927937.088,19,120,17
28343,34927989.337,33,134,16
28344,34928353.741,70,132,17
28345,34928481.760,54,122,16
28346,34929203.521,24,130,16
28347,34929406.837,110,117,16
28348,34930116.695,16,126,17
28349,34933317.111,56,122,16
28350,34937026.670,26,124,16
28351,34938744.269,19,125,18
28352,34941986.246,97,120,16
28353,34942747.663,25,126,16
28354,34943183.142,51,125,16
28355,34943215.836,106,128,16
28356,34944607.431,13,128,17
28357,34945630.696,15,121,19
28358,34947514.519,25,123,18
28359,34950219.774,48,123,16
28360,34954268.132,20,129,16
28361,34954613.887,42,132,16
28362,34955268.517,104,124,16
28363,34955785.820,20,119,18
28364,34956391.973,50,125,16
28365,34959081.794,32,121,17
28366,34962095.299,21,117,16
28367,34964269.572,68,119,16
28368,34964993.539,49,125,18
28369,34965170.423,110,121,16
28370,34970988.033,55,125,18
28371,34971178.723,42,118,16
28372,34972724.708,72,122,16
28373,34972765.746,77,126,16
28374,34976451.017,19,123,17
28375,34976493.834,98,123,16
28376,34977891.303,41,121,16
28377,34978305.807,24,130,16
28378,34978860.797,16,120,16
28379,34978898.843,16,124,17
28380,34982172.492,23,122,19
28381,34983074.578,56,124,17
28382,34984030.373,20,124,16
28383,34985470.756,19,124,18
28384,34987439.345,23,127,18
28385,34989398.037,22,125,16
28386,34991449.871,31,118,17
28387,34992351.724,70,128,16
28388,34993182.148,43,124,17
28389,34993363.911,17,122,16
28390,34993904.411,29,118,16
28391,34994240.233,31,122,18
28392,34994253.650,67,127,16
28393,34994908.676,12,126,16
28394,34996120.302,43,120,17
28395,34999617.612,53,120,17
28396,35006331.683,45,117,16
28397,35006738.197,54,127,16
28398,35015813.336,17,116,17
28399,35015816.296,21,115,17
28400,35016291.691,45,114,17
28401,35016479.628,20,120,18
28402,35017875.407,17,123,17
28403,35017994.852,81,120,16
28404,35018137.078,27,238,17
28405,35019161.673,23,118,17
28406,35019710.729,70,120,16
28407,35020682.306,54,131,16
28408,35026262.987,53,116,16
28409,35029179.737,32,120,18
28410,35030807.340,84,121,18
28411,35031583.037,14,126,17
28412,35032631.519,60,118,16
28413,35033065.827,105,114,16
28414,35035112.572,23,127,18
28415,35036974.595,14,125,17
28416,35038200.059,51,122,16
28417,35040258.691,18,127,16
28418,35043558.795,41,124,16
28419,35044707.267,30,112,16
28420,35044719.029,21,124,16
28421,35045417.853,334,120,17
28422,35046065.974,117,122,17
28423,35046489.759,18,118,16
28424,35047357.520,46,128,16
28425,35049514.650,34,234,18
28426,35050453.558,55,117,16
28427,35054111.638,85,122,16
28428,35054847.680,20,122,16
28429,35055633.731,43,118,16
28430,35056118.610,39,113,16
28431,35056693.093,113,120,16
28432,35056714.804,30,124,16
28433,35057315.332,22,128,16
28434,35057961.409,26,122,17
28435,35059868.001,24,124,17
28436,35065017.487,26,126,16
28437,35065735.349,46,123,16
28438,35067058.053,44,120,18
28439,35068070.610,21,121,16
28440,35068555.111,17,138,17
28441,35068730.784,79,120,16
28442,35069602.436,52,123,16
28443,35070023.061,21,124,17
28444,35070441.847,61,124,18
28445,35071736.205,24,115,16
28446,35072748.075,43,117,17
28447,35072835.243,39,120,17
28448,35074061.881,18,127,17
28449,35074259.002,19,118,17
28450,35074888.347,48,116,18
28451,35075554.781,30,129,16
28452,35076148.828,99,124,16
28453,35076525.546,27,119,16
28454,35076768.027,48,119,16
28455,35077764.005,27,117,18
28456,35079747.933,32,126,18
28457,35083155.129,29,127,17
28458,35085065.845,42,118,16
28459,35085331.489,46,122,16
28460,35087402.910,22,127,18
28461,35087559.260,24,127,16
28462,35089987.679,17,124,17
28463,35095219.666,52,125,18
28464,35095711.113,115,118,16
28465,35096508.701,115,118,16
28466,35098039.645,97,122,16
28467,35098203.366,18,121,17
28468,35098237.845,35,125,16
28469,35098901.079,64,116,16
28470,35101294.834,44,130,16
28471,35101355.546,16,120,16
28472,35102620.125,34,121,17
28473,35103791.656,13,125,18
28474,35103822.491,44,123,16
28475,35105846.605,197,114,16
28476,35110372.878,26,240,17
28477,35112539.118,17,115,17
28478,35112612.610,46,115,17
28479,35113768.323,45,121,16
28480,35115636.577,30,115,18
28481,35115833.665,49,119,16
28482,35116132.295,40,123,18
28483,35116738.848,43,122,16
28484,35117992.691,17,122,17
28485,35118162.693,55,121,17
28486,35118213.449,46,123,16
28487,35118780.401,17,128,18
28488,35119848.684,48,118,16
28489,35121829.176,24,120,17
28490,35122056.821,27,131,18
28491,35122307.575,15,118,18
28492,35124111.040,27,117,18
28493,35125017.032,19,127,16
28494,35125363.155,18,119,17
28495,35126760.271,42,121,16
28496,35131402.246,50,123,16
28497,35132194.776,16,117,17
28498,35132463.429,87,124,16
28499,35132739.461,23,123,18
28500,35132909.427,27,243,16
28501,35133539.236,17,115,17
28502,35134226.286,19,124,17
28503,35134685.276,42,119,16
28504,35138844.415,76,120,16
28505,35140329.766,133,121,16
28506,35140498.658,61,120,16
28507,35140629.142,20,124,18
28508,35141315.610,85,118,16
28509,35141854.440,28,113,17
28510,35142123.816,25,126,18
28511,35145754.032,105,120,16
28512,35146467.471,108,123,17
28513,35147156.187,14,118,17
28514,35149963.722,31,124,16
28515,35150622.621,29,118,17
28516,35154837.904,94,120,16
28517,35155344.999,108,113,16
28518,35155996.682,93,126,16
28519,35157000.913,18,121,18
28520,35157824.509,37,121,18
28521,35158299.437,31,127,16
28522,35158754.936,21,123,18
28523,35159064.249,59,124,16
28524,35159662.599,18,118,16
28525,35161561.780,39,123,17
28526,35165052.371,44,120,16
28527,35168453.764,48,122,18
28528,35172770.575,13,124,17
28529,35174261.085,44,128,19
28530,35176204.710,19,122,18
28531,35178775.932,50,126,17
28532,35179124.804,45,123,16
28533,35179472.000,77,126,17
28534,35180435.603,77,122,16
28535,35181463.439,100,129,16
28536,35183441.850,16,122,17
28537,35184470.075,37,127,17
28538,35185468.800,14,110,18
28539,35186409.800,41,122,17
28540,35188939.776,137,132,16
28541,35189767.794,16,124,17
28542,35191168.884,28,122,18
28543,35192053.626,28,122,16
28544,35192061.092,16,121,18
28545,35193119.426,60,126,16
28546,35194298.565,19,123,17
28547,35198476.171,20,121,17
28548,35198621.557,142,123,17
28549,35199273.466,20,121,16
28550,35201512.786,49,118,16
28551,35203391.728,58,119,16
28552,35204036.970,32,118,16
28553,35205402.874,89,118,19
28554,35206090.111,18,120,17
28555,35206179.617,16,120,17
28556,35209496.860,57,122,16
28557,35211744.642,24,121,17
28558,35211758.064,42,127,16
28559,35212983.077,49,130,16
28560,35215269.325,17,120,18
28561,35215460.334,40,125,17
28562,35219947.186,54,117,16
28563,35220796.824,17,125,17
28564,35222170.664,22,120,17
28565,35222774.389,43,122,16
28566,35228582.828,22,128,18
28567,35229516.144,15,130,17
28568,35233243.230,15,125,17
28569,35233343.333,52,124,16
28570,35235316.693,21,121,18
28571,35236446.527,21,117,17
28572,35236945.583,20,120,16
28573,35237194.433,16,115,17
28574,35237206.544,83,118,18
28575,35237432.132,22,122,18
28576,35238375.797,25,121,17
28577,35244288.881,11,118,17
28578,35247205.831,17,124,17
28579,35247738.148,12,137,18
28580,35253582.988,43,124,16
28581,35259701.519,70,128,18
28582,35260676.233,19,122,17
28583,35261856.240,32,121,18
28584,35263067.453,39,121,17
28585,35263238.867,15,136,18
28586,35264318.074,81,125,16
28587,35265576.715,36,121,16
28588,35268177.723,58,121,17
28589,35268239.154,19,123,18
28590,35268251.208,15,119,18
28591,35268981.423,23,124,17
28592,35269526.547,12,122,19
28593,35269885.664,66,123,16
28594,35270653.686,33,123,18
28595,35272789.147,22,116,17
28596,35273181.454,47,119,16
28597,35273506.388,31,117,17
28598,35274799.345,90,125,16
28599,35275830.351,15,120,17
28600,35276306.203,109,117,16
28601,35276375.673,37,124,17
28602,35277544.977,41,122,17
28603,35279113.915,14,120,18
28604,35280262.785,84,126,16
28605,35283735.978,39,120,16
28606,35286713.818,59,124,16
28607,35288925.946,40,127,17
28608,35290428.420,25,125,18
28609,35290556.832,40,121,18
28610,35292165.486,24,125,16
28611,35292911.542,53,127,17
28612,35293588.524,14,129,16
28613,35295842.800,45,123,17
28614,35296147.131,16,117,18
28615,35297033.282,69,117,16
28616,35297497.546,19,122,17
28617,35299929.368,44,117,16
28618,35300476.274,23,119,17
28619,35302600.336,15,127,17
28620,35304431.014,17,123,18
28621,35304727.476,16,116,17
28622,35304837.999,23,125,18
28623,35306184.350,67,120,16
28624,35306641.272,27,123,18
28625,35307585.579,50,120,16
28626,35309534.041,21,113,17
28627,35310210.139,61,125,16
28628,35312619.183,33,128,18
28629,35313022.854,38,121,16
28630,35314322.454,37,121,18
28631,35315457.569,41,118,16
28632,35315612.827,24,119,18
28633,35315623.765,41,120,16
28634,35315916.341,25,124,16
28635,35316907.863,28,124,17
28636,35317301.394,66,120,16
28637,35323369.126,48,125,18
28638,35324240.361,38,119,17
28639,35324568.659,56,121,17
28640,35325748.284,19,121,18
28641,35328928.985,24,123,16
28642,35329823.477,16,128,18
28643,35331025.530,29,125,16
28644,35331162.959,22,121,17
28645,35332045.831,96,125,17
28646,35332390.063,15,123,16
28647,35335112.980,27,125,17
28648,35338336.193,22,231,16
28649,35338600.419,16,115,17
28650,35339250.284,13,122,17
28651,35339405.409,18,120,19
28652,35341112.601,69,120,16
28653,35342211.275,119,117,16
28654,35342426.421,47,128,16
28655,35344455.448,37,239,16
28656,35344832.269,45,127,18
28657,35345603.853,84,122,16
28658,35346153.706,24,123,18
28659,35346167.068,184,115,16
28660,35349342.254,18,240,17
28661,35350243.178,18,123,17
28662,35353908.942,21,120,16
28663,35354177.918,47,121,16
28664,35355184.987,47,114,17
28665,35356859.981,19,125,18
28666,35357640.658,37,122,16
28667,35358624.900,29,118,19
28668,35360764.547,13,120,18
28669,35361405.630,42,119,18
28670,35363469.946,67,125,16
28671,35363857.927,266,118,16
28672,35367286.208,22,121,17
28673,35368455.779,43,127,16
28674,35368462.943,48,120,17
28675,35369392.721,40,126,16
28676,35369537.141,108,127,16
28677,35371139.340,17,125,17
28678,35371351.239,19,123,16
28679,35372689.428,48,121,16
28680,35374374.196,17,128,17
28681,35375761.700,56,125,17
28682,35376180.781,63,126,16
28683,35377643.540,17,120,17
28684,35378108.459,65,129,18
28685,35378187.019,55,123,16
28686,35380397.451,31,128,16
28687,35381460.131,17,121,17
28688,35381751.788,30,122,17
28689,35382515.581,155,129,16
28690,35383431.362,55,119,16
28691,35384116.899,31,125,18
28692,35384266.295,48,125,16
28693,35384372.252,15,124,17
28694,35386862.654,46,116,17
28695,35389166.159,60,120,16
28696,35391627.675,20,121,17
28697,35391906.328,28,124,17
28698,35394928.552,14,122,18
28699,35398422.755,20,125,16
28700,35398926.169,21,127,18
28701,35400216.783,30,128,18
28702,35400506.554,41,123,17
28703,35403877.801,25,114,19
28704,35404113.848,19,125,18
28705,35404274.824,49,124,18
28706,35405935.093,23,132,17
28707,35407168.545,12,125,18
28708,35407675.898,52,128,17
28709,35408140.820,73,127,16
28710,35410487.560,14,121,17
28711,35410772.649,15,121,18
28712,35411306.437,430,122,16
28713,35413874.298,45,120,16
28714,35414985.874,331,124,16
28715,35416154.740,136,123,16
28716,35419226.575,15,123,18
28717,35425133.688,71,118,16
28718,35425886.090,25,126,17
28719,35426912.483,32,122,18
28720,35430503.057,54,123,18
28721,35430951.176,19,123,17
28722,35431150.549,28,120,17
28723,35431869.646,22,121,17
28724,35433114.549,77,119,16
28725,35433527.523,109,122,16
28726,35434292.725,160,121,16
28727,35434493.094,33,122,16
28728,35435351.237,29,120,18
28729,35435517.529,20,118,18
28730,35437589.382,59,125,16
28731,35439867.742,60,129,17
28732,35440771.111,16,119,16
28733,35441365.089,41,124,17
