# Données du premier détecteur
# Index,temps(ms), tension(mV), temps mort cumulatif (ms), température
28718,35368455.778,46,121,16
28719,35368562.678,39,125,16
28720,35369392.720,43,122,16
28721,35369537.139,112,123,16
28722,35370240.063,35,122,16
28723,35371351.243,21,122,16
28724,35372488.937,25,119,17
28725,35372689.428,46,120,16
28726,35373444.295,26,239,18
28727,35373690.883,53,119,17
28728,35375019.882,20,123,17
28729,35375221.999,32,118,18
28730,35376180.781,59,122,16
28731,35378187.019,56,122,16
28732,35380107.012,46,124,18
28733,35380397.452,32,123,16
28734,35381081.714,50,122,17
28735,35382515.583,154,127,16
28736,35383089.191,32,121,16
28737,35383431.366,55,122,16
28738,35384266.300,50,131,16
28739,35385538.883,20,123,16
28740,35386398.903,26,124,17
28741,35387465.990,22,131,18
28742,35388570.768,18,124,17
28743,35389166.159,62,128,16
28744,35389232.751,18,124,16
28745,35391156.492,28,126,17
28746,35391350.350,24,128,18
28747,35392475.551,217,122,17
28748,35393663.349,35,131,16
28749,35396477.223,246,121,16
28750,35398422.752,24,129,16
28751,35399524.178,24,124,16
28752,35400616.435,41,125,18
28753,35401795.323,55,121,19
28754,35404702.969,19,122,18
28755,35404765.578,22,132,18
28756,35405199.893,42,125,18
28757,35405742.151,54,126,18
28758,35406740.656,21,124,18
28759,35407206.346,130,124,17
28760,35408140.821,76,127,16
28761,35408894.026,50,124,17
28762,35411306.433,431,128,16
28763,35412335.226,23,132,18
28764,35412457.780,132,129,17
28765,35413874.296,48,123,16
28766,35414750.336,48,127,18
28767,35414985.868,328,124,16
28768,35416154.738,132,124,16
28769,35417069.244,20,128,18
28770,35418113.511,22,124,17
28771,35420257.459,35,128,18
28772,35420348.404,23,122,18
28773,35420446.792,15,125,18
28774,35420673.830,45,121,17
28775,35422265.448,23,123,17
28776,35427834.425,27,235,16
28777,35433527.523,112,122,16
28778,35434171.000,17,115,18
28779,35434292.722,156,117,16
28780,35434493.095,35,122,16
28781,35436315.735,17,122,18
28782,35437589.386,56,122,16
28783,35439422.393,24,121,18
28784,35439755.456,32,125,17
28785,35440771.116,17,119,16
28786,35443223.133,30,120,17
28787,35443298.049,21,120,16
28788,35443514.286,51,122,18
28789,35444237.126,69,128,18
28790,35444298.305,62,123,16
28791,35444490.265,28,125,17
28792,35444795.879,67,122,17
28793,35445752.659,21,122,18
28794,35446367.462,36,126,16
28795,35449194.623,18,120,16
28796,35451624.974,80,123,19
28797,35452161.565,80,124,16
28798,35452194.623,43,125,18
28799,35452563.902,18,120,18
28800,35453203.219,54,120,18
28801,35453910.658,97,126,16
28802,35455845.004,38,119,17
28803,35456501.427,38,120,16
28804,35461497.951,17,119,16
28805,35462515.310,21,122,17
28806,35463932.613,76,119,16
28807,35465720.419,35,121,17
28808,35466168.995,109,124,16
28809,35466752.137,85,123,16
28810,35467183.424,19,121,18
28811,35469094.333,50,122,17
28812,35470496.411,76,125,16
28813,35471541.060,43,122,16
28814,35472055.794,57,126,16
28815,35472437.692,47,124,16
28816,35472723.452,57,121,16
28817,35474138.952,35,123,17
28818,35474635.118,104,126,16
28819,35475587.656,112,120,16
28820,35475729.517,28,123,19
28821,35477170.727,30,122,19
28822,35479218.506,17,124,19
28823,35482151.180,97,122,17
28824,35482516.262,15,120,17
28825,35485440.865,46,124,16
28826,35486707.813,19,231,19
28827,35487222.447,28,121,17
28828,35488229.547,50,121,18
28829,35490280.303,16,120,17
28830,35491125.081,42,119,16
28831,35493854.845,76,124,16
28832,35497613.012,47,122,16
28833,35498320.728,19,123,18
28834,35500428.673,56,122,18
28835,35502268.881,24,125,17
28836,35504013.457,61,123,16
28837,35504939.916,16,122,16
28838,35507859.861,71,126,18
28839,35508579.924,25,132,17
28840,35508613.447,26,129,18
28841,35508719.456,20,122,16
28842,35510358.849,16,124,17
28843,35512049.978,21,131,17
28844,35512689.884,24,125,18
28845,35514166.512,17,127,18
28846,35515172.134,49,124,17
28847,35515775.583,101,125,16
28848,35515918.240,175,125,18
28849,35517349.033,66,123,17
28850,35517988.429,27,125,18
28851,35525334.435,25,124,17
28852,35525476.598,38,129,18
28853,35529205.779,64,121,16
28854,35531310.997,71,131,17
28855,35532436.337,25,119,16
28856,35532453.711,23,124,18
28857,35538272.643,64,130,16
28858,35539188.820,55,125,16
28859,35540629.005,109,128,16
28860,35542273.810,23,124,16
28861,35542783.861,85,124,16
28862,35546157.864,15,127,18
28863,35548237.155,109,124,16
28864,35549707.462,22,130,17
28865,35551417.197,45,124,16
28866,35553367.677,21,130,18
28867,35554247.724,41,124,16
28868,35555036.649,68,125,16
28869,35555696.332,23,132,18
28870,35559345.540,25,125,17
28871,35559753.000,21,131,16
28872,35561263.608,48,123,18
28873,35561296.848,59,125,16
28874,35562504.501,28,121,17
28875,35563504.325,47,121,17
28876,35565141.269,54,240,16
28877,35565251.249,39,124,16
28878,35566377.936,16,118,16
28879,35567261.775,141,122,16
28880,35569698.700,244,122,16
28881,35569989.973,95,125,16
28882,35571408.298,61,123,16
28883,35573371.124,66,124,16
28884,35576224.612,32,127,16
28885,35576540.254,61,121,16
28886,35578452.593,39,123,16
28887,35579369.870,39,124,16
28888,35579673.110,97,126,18
28889,35580827.358,23,128,18
28890,35581669.546,25,121,17
28891,35582130.625,22,124,18
28892,35583976.831,32,123,16
28893,35584277.427,22,123,17
28894,35585728.696,42,128,17
28895,35587924.779,20,122,17
28896,35590099.869,22,120,17
28897,35593719.818,88,120,16
28898,35595045.982,32,123,18
28899,35598295.444,27,120,16
28900,35600357.858,48,120,16
28901,35602113.184,46,125,16
28902,35602405.240,29,119,18
28903,35602456.232,21,120,17
28904,35604106.801,24,121,16
28905,35604999.041,15,124,17
28906,35607002.637,38,123,16
28907,35611679.659,22,122,16
28908,35612021.745,46,125,16
28909,35613205.431,200,122,16
28910,35613967.492,41,121,16
28911,35614142.252,22,123,16
28912,35615834.111,24,125,18
28913,35616771.107,61,122,17
28914,35616994.443,53,124,16
28915,35618056.392,88,124,16
28916,35619360.898,45,122,18
28917,35619409.745,33,122,17
28918,35619825.085,69,127,16
28919,35621402.789,33,119,18
28920,35621578.205,35,122,16
28921,35622474.039,23,120,16
28922,35623977.909,19,124,16
28923,35624316.083,30,119,17
28924,35624926.437,38,118,16
28925,35628155.350,17,125,16
28926,35628692.203,112,117,17
28927,35629268.710,32,234,16
28928,35631198.060,21,124,18
28929,35631631.736,30,122,17
28930,35632540.215,17,123,16
28931,35632630.917,135,125,16
28932,35633090.044,55,122,16
28933,35633436.867,109,122,16
28934,35634694.999,19,121,17
28935,35635487.687,66,125,16
28936,35636067.127,54,123,16
28937,35636260.349,65,122,16
28938,35636348.943,58,125,18
28939,35640126.415,17,125,17
28940,35641682.695,46,124,16
28941,35642670.563,76,128,17
28942,35645382.137,20,125,19
28943,35645530.882,23,128,17
28944,35646826.034,90,125,16
28945,35647202.795,21,130,16
28946,35648198.302,17,122,17
28947,35651283.003,115,126,16
28948,35652825.783,25,120,17
28949,35654138.542,59,123,16
28950,35657175.441,23,128,17
28951,35657463.047,57,122,16
28952,35659170.922,85,132,16
28953,35661923.661,17,124,18
28954,35662289.113,33,126,17
28955,35664618.113,26,127,17
28956,35665599.097,28,124,16
28957,35665696.390,34,128,18
28958,35666718.343,21,124,17
28959,35667245.185,51,126,16
28960,35670521.436,19,129,17
28961,35671747.103,16,129,16
28962,35673191.508,81,122,16
28963,35674165.006,82,123,16
28964,35676967.453,31,134,18
28965,35678239.833,21,125,16
28966,35678729.794,25,132,16
28967,35679536.703,15,126,16
28968,35679905.976,16,124,18
28969,35680595.169,27,126,16
28970,35681480.800,21,121,18
28971,35681512.287,21,125,16
28972,35682889.938,164,122,16
28973,35683381.777,45,125,18
28974,35684405.974,21,121,17
28975,35684991.771,104,131,16
28976,35686769.485,15,120,18
28977,35687274.663,19,239,19
28978,35688963.090,88,122,18
28979,35690350.608,37,121,18
28980,35691760.680,19,123,18
28981,35691818.548,51,120,16
28982,35693839.332,26,120,16
28983,35693859.615,16,120,17
28984,35694775.695,19,122,16
28985,35696895.501,35,120,17
28986,35697414.836,59,122,17
28987,35700096.921,68,122,16
28988,35700631.892,82,120,16
28989,35700974.434,24,128,17
28990,35703058.345,21,124,17
28991,35705596.276,15,122,18
28992,35705825.325,16,123,18
28993,35707742.650,19,122,18
28994,35708167.074,54,126,16
28995,35709009.197,57,122,16
28996,35709197.467,15,121,18
28997,35710632.309,25,123,17
28998,35713746.636,61,119,17
28999,35714744.104,51,119,17
29000,35716264.759,20,121,16
29001,35717259.791,15,122,17
29002,35717790.676,38,123,16
29003,35718783.060,19,119,17
29004,35719991.752,26,122,16
29005,35721057.260,55,122,17
29006,35722614.096,19,123,17
29007,35722868.126,62,126,16
29008,35725371.782,80,121,16
29009,35725496.501,18,121,16
29010,35725974.961,24,122,17
29011,35726261.496,68,124,17
29012,35728517.600,48,123,16
29013,35730988.170,39,121,18
29014,35735152.193,23,127,17
29015,35735228.485,48,121,16
29016,35737934.680,76,122,16
29017,35738424.790,202,122,16
29018,35743229.807,26,126,18
29019,35745231.749,51,124,16
29020,35746759.674,19,122,17
29021,35747364.273,24,123,17
29022,35747730.528,15,119,17
29023,35749896.620,24,119,17
29024,35750546.474,43,119,16
29025,35750693.415,32,123,17
29026,35752849.218,64,119,16
29027,35753466.140,181,237,16
29028,35753917.062,24,121,18
29029,35754397.242,24,122,16
29030,35754431.382,17,128,17
29031,35757023.796,164,119,16
29032,35757640.035,28,123,16
29033,35757727.433,22,122,18
29034,35759271.886,20,124,17
29035,35760088.321,25,123,16
29036,35760194.409,27,124,17
29037,35761358.757,47,126,16
29038,35761504.942,46,121,16
29039,35762132.594,112,125,16
29040,35762629.263,40,131,16
29041,35762967.736,51,125,16
29042,35764053.000,22,125,18
29043,35764222.754,28,128,17
29044,35764430.895,25,125,17
29045,35764642.638,17,127,16
29046,35765621.571,56,122,16
29047,35766037.985,69,124,16
29048,35768914.343,41,122,16
29049,35769876.949,64,123,17
29050,35770720.591,41,124,16
29051,35771992.063,35,126,16
29052,35774106.662,76,131,16
29053,35774999.680,19,124,18
29054,35775257.332,24,132,17
29055,35778726.471,56,125,16
29056,35784009.736,20,125,17
29057,35784303.495,101,127,16
29058,35784497.700,249,124,16
29059,35784761.683,17,127,18
29060,35793310.230,43,125,16
29061,35795088.531,17,126,16
29062,35796476.964,35,124,18
29063,35797795.941,20,123,19
29064,35798366.244,59,129,16
29065,35799426.226,51,129,16
29066,35800003.033,44,127,16
29067,35800352.616,49,125,16
29068,35800810.195,61,127,16
29069,35800962.285,39,123,16
29070,35802288.280,35,125,17
29071,35802538.089,26,122,17
29072,35802837.078,232,121,16
29073,35802946.203,21,126,18
29074,35804063.750,24,122,16
29075,35806359.743,104,125,16
29076,35809743.884,21,121,16
29077,35809753.935,16,250,18
29078,35809770.959,35,124,16
29079,35811846.614,22,124,16
29080,35812739.019,41,126,19
29081,35813181.051,18,123,17
29082,35815108.158,92,123,16
29083,35816707.665,50,126,18
29084,35817218.681,49,123,17
29085,35817481.984,21,123,17
29086,35817580.549,22,123,18
29087,35820765.851,17,124,18
29088,35821449.741,129,122,17
29089,35822541.184,156,128,16
29090,35825208.031,24,125,17
29091,35826193.322,25,123,16
29092,35828263.990,97,123,16
29093,35831527.002,17,123,18
29094,35835910.707,18,120,16
29095,35838240.275,41,119,16
29096,35842006.410,72,119,16
29097,35843275.717,21,123,16
29098,35844376.732,22,119,16
29099,35844852.630,21,119,16
29100,35846013.111,64,122,16
29101,35846055.390,64,120,16
29102,35847642.308,57,126,16
29103,35849174.350,19,128,16
29104,35849783.292,48,119,16
29105,35851844.247,64,123,16
29106,35855686.031,66,123,16
29107,35855819.565,20,125,17
29108,35856156.172,44,122,17
29109,35856298.933,62,122,17
29110,35858457.688,17,126,18
29111,35859135.403,33,120,18
29112,35860977.332,15,121,17
29113,35862601.186,19,122,17
29114,35862645.590,47,129,17
29115,35862980.194,46,123,16
29116,35863654.440,39,123,16
29117,35868442.479,19,125,16
29118,35874291.597,50,120,16
29119,35874940.605,23,119,18
29120,35876121.815,51,119,17
29121,35877433.482,101,122,16
29122,35878614.927,17,121,17
29123,35878778.905,59,118,16
29124,35879276.553,20,122,16
29125,35880428.108,23,119,17
29126,35880521.128,119,123,17
29127,35881680.369,43,241,16
29128,35882582.414,93,123,16
29129,35883631.856,20,123,17
29130,35883826.751,113,126,17
29131,35884247.731,53,122,16
29132,35884721.330,69,122,17
29133,35885922.263,66,127,16
29134,35886170.496,16,121,17
29135,35886786.288,16,123,17
29136,35888867.587,31,121,17
29137,35889131.448,46,124,16
29138,35889212.099,18,123,16
29139,35890104.218,50,126,16
29140,35892823.579,21,132,17
29141,35892844.880,37,128,16
29142,35894425.823,43,129,16
29143,35895563.825,17,122,18
29144,35896969.546,19,122,16
29145,35897971.196,54,126,16
29146,35898715.829,17,121,18
29147,35899375.540,21,124,18
29148,35899906.098,17,122,18
29149,35900314.727,23,125,17
29150,35900940.989,16,127,17
29151,35901731.698,97,125,16
29152,35902000.195,21,131,17
29153,35902413.355,20,124,18
29154,35903170.003,39,132,18
29155,35905306.378,134,124,18
29156,35905968.092,15,137,16
29157,35908434.063,78,125,19
29158,35908819.192,32,123,16
29159,35909480.434,112,127,16
29160,35909779.521,45,123,17
29161,35909992.014,43,126,16
29162,35911783.555,32,125,16
29163,35911840.288,101,127,16
29164,35913521.542,45,128,16
29165,35913691.683,22,129,17
29166,35915621.046,27,121,17
29167,35917697.507,16,122,16
29168,35921032.798,22,130,16
29169,35922254.297,57,122,16
29170,35922496.539,22,125,17
29171,35924154.000,43,126,16
29172,35924182.870,37,126,17
29173,35924413.437,23,120,17
29174,35926000.198,72,124,16
29175,35927428.177,35,130,17
29176,35928924.530,45,125,16
29177,35929346.978,64,247,16
29178,35930609.758,20,120,18
29179,35930839.194,49,119,16
29180,35932229.713,16,124,17
29181,35934554.134,31,121,19
29182,35935385.971,20,119,18
29183,35937811.444,64,123,16
29184,35940329.135,20,120,17
29185,35941311.789,50,121,19
29186,35941624.181,19,119,17
29187,35941764.069,22,122,18
29188,35944033.848,16,120,18
29189,35944369.328,46,128,16
29190,35945234.819,42,126,17
29191,35946533.875,23,122,18
29192,35947173.760,27,123,18
29193,35947205.625,50,123,16
29194,35949283.520,24,120,18
29195,35949781.551,53,119,17
29196,35951254.176,69,119,16
29197,35952187.082,16,124,18
29198,35952579.804,70,119,17
29199,35952777.986,57,120,16
29200,35952860.943,82,122,16
29201,35953415.862,57,124,17
29202,35954293.331,30,127,16
29203,35954791.709,49,126,17
29204,35954861.695,25,118,16
29205,35955867.100,120,122,16
29206,35956234.487,16,121,17
29207,35957206.753,32,125,17
29208,35957614.812,35,124,17
29209,35958533.793,44,121,17
29210,35959196.925,50,126,16
29211,35959248.048,72,119,17
29212,35961735.478,21,121,17
29213,35962065.297,64,122,16
29214,35962752.096,19,127,16
29215,35963983.703,28,127,18
29216,35964089.768,21,121,17
29217,35966042.414,48,125,18
29218,35967170.479,90,120,18
29219,35967289.942,54,120,16
29220,35972468.924,59,119,16
29221,35972536.874,16,123,17
29222,35973512.355,104,119,17
29223,35973946.988,19,119,17
29224,35975448.907,39,122,18
29225,35975522.749,48,120,18
29226,35976133.676,22,122,19
29227,35979712.367,46,242,18
29228,35982424.923,64,122,16
29229,35984479.743,76,123,16
29230,35984968.168,26,125,18
29231,35985115.320,97,122,16
29232,35988278.166,41,124,18
29233,35990569.805,187,126,16
29234,35991092.075,42,120,16
29235,35991342.826,24,123,18
29236,35992738.896,76,122,16
29237,35992970.880,47,124,17
29238,35993524.109,23,123,17
29239,35994478.358,22,123,18
29240,36001903.143,97,133,16
29241,36003237.009,38,125,16
29242,36003434.356,17,122,17
29243,36003514.110,16,125,17
29244,36006464.844,32,122,17
29245,36009049.920,80,124,16
29246,36009087.340,33,121,17
29247,36009394.888,80,129,16
29248,36010157.004,28,122,16
29249,36010303.770,16,130,17
29250,36012438.510,16,121,18
29251,36013822.690,15,126,18
29252,36013989.476,48,135,16
29253,36014198.235,20,124,16
29254,36014626.162,22,132,17
29255,36017129.469,26,124,18
29256,36018583.387,23,125,16
29257,36018688.899,53,126,16
29258,36020312.036,31,123,18
29259,36021479.915,23,127,17
29260,36022719.996,24,123,16
29261,36023663.956,62,127,17
29262,36025034.826,76,128,18
29263,36025134.532,61,129,16
29264,36025390.416,17,122,16
29265,36026598.159,57,127,16
29266,36028020.472,32,125,17
29267,36028435.719,47,122,16
29268,36030408.947,19,124,16
29269,36031069.240,21,121,17
29270,36031152.952,24,126,17
29271,36036657.811,20,121,16
29272,36036718.740,68,122,16
29273,36037408.408,147,124,16
29274,36040041.343,20,124,16
29275,36043020.078,51,126,18
29276,36046659.136,85,126,17
29277,36046686.706,81,253,16
29278,36048713.489,22,122,17
29279,36050678.512,18,127,16
29280,36051312.711,47,123,16
29281,36052939.425,90,123,16
29282,36054237.852,29,122,17
29283,36054522.983,67,127,16
29284,36055822.026,24,122,17
29285,36059321.842,69,122,16
29286,36059886.227,19,128,19
29287,36064003.656,72,121,16
29288,36065087.021,26,122,17
29289,36065882.809,24,123,18
29290,36066778.234,33,129,17
29291,36068812.825,45,120,16
29292,36069070.058,59,119,16
29293,36072525.324,101,122,16
29294,36074149.571,17,121,18
29295,36074586.394,53,119,16
29296,36075668.102,38,124,16
29297,36077039.733,40,118,16
29298,36078260.106,143,121,16
29299,36079301.957,45,122,16
29300,36080926.411,57,125,16
29301,36081696.395,24,122,17
29302,36082618.337,109,127,17
29303,36083781.149,22,124,18
29304,36085332.017,61,121,17
29305,36085384.935,43,124,16
29306,36085870.270,82,122,16
29307,36085975.954,21,124,18
29308,36086016.147,42,123,16
29309,36088898.917,18,121,16
29310,36089138.817,72,124,16
29311,36090004.498,18,123,17
29312,36091838.359,21,122,16
29313,36092530.729,31,121,18
29314,36093491.027,31,125,16
29315,36096306.092,16,124,17
29316,36098196.758,95,120,17
29317,36098893.780,28,124,18
29318,36102472.654,17,121,16
29319,36104484.035,20,119,17
29320,36104739.693,538,123,16
29321,36108064.154,21,118,18
29322,36111582.072,20,119,17
29323,36111958.691,17,124,17
29324,36113392.160,46,124,18
29325,36115247.525,21,125,19
29326,36115501.560,42,122,16
29327,36117778.529,23,127,18
29328,36117933.392,35,239,18
29329,36122208.639,46,124,16
29330,36122588.625,15,125,17
29331,36123792.268,33,122,17
29332,36124370.712,92,123,17
29333,36124799.142,17,125,18
29334,36130006.305,57,122,16
29335,36134177.737,42,123,16
29336,36135483.947,42,122,16
29337,36139333.600,26,124,16
29338,36141280.773,39,122,17
29339,36142592.117,45,120,16
29340,36142726.332,27,129,18
29341,36143329.090,69,121,17
29342,36144799.638,27,124,18
29343,36146399.858,19,123,17
29344,36146877.393,30,122,18
29345,36148305.408,23,125,18
29346,36149681.268,39,122,16
29347,36150417.746,36,125,17
29348,36151069.871,20,125,16
29349,36151300.934,19,129,17
29350,36152357.064,76,124,18
29351,36153999.684,40,126,17
29352,36155197.101,19,128,17
29353,36156256.457,21,132,17
29354,36157133.145,19,129,18
29355,36157542.035,71,124,16
29356,36158297.829,46,127,16
29357,36159633.152,15,125,17
29358,36160329.510,20,126,18
29359,36163469.774,65,124,16
29360,36163915.055,29,125,17
29361,36164638.333,28,128,18
29362,36167266.310,65,123,17
29363,36168076.307,25,128,16
29364,36168948.265,40,122,16
29365,36168967.557,50,132,16
29366,36172248.125,20,122,17
29367,36172419.245,18,123,19
29368,36173668.477,50,128,16
29369,36173881.243,71,122,16
29370,36175483.601,27,128,18
29371,36176322.331,20,126,17
29372,36178837.876,76,127,17
29373,36179502.232,28,126,16
29374,36181227.720,144,126,16
29375,36182229.998,50,128,16
29376,36182538.697,28,124,17
29377,36183597.353,19,127,17
29378,36183974.414,18,245,17
29379,36186528.012,17,118,18
29380,36186978.324,15,120,18
29381,36189965.181,15,119,16
29382,36190807.559,27,122,17
29383,36191900.718,24,119,17
29384,36192290.990,21,119,18
29385,36192344.908,38,124,18
29386,36192790.484,30,118,17
29387,36194253.726,30,121,16
29388,36195491.235,42,121,16
29389,36197935.584,101,122,16
29390,36198715.403,16,128,19
29391,36199484.865,39,120,16
29392,36200031.776,22,125,17
29393,36200615.392,40,120,17
29394,36200973.233,41,120,19
29395,36202689.958,23,124,17
29396,36206456.761,31,118,16
29397,36207143.212,66,119,18
29398,36207957.218,26,120,18
29399,36208164.028,43,124,16
29400,36208296.733,81,124,16
29401,36208347.571,27,122,18
29402,36210449.935,18,127,19
29403,36210808.342,48,124,16
29404,36210941.600,22,122,17
29405,36215345.648,33,122,17
29406,36216022.917,19,124,18
29407,36216167.562,21,122,16
29408,36216936.694,45,122,16
29409,36217788.476,30,124,17
29410,36218091.431,21,122,18
29411,36218370.990,46,122,18
29412,36218404.755,27,122,17
29413,36218518.719,21,126,18
29414,36219648.689,30,121,16
29415,36219939.791,28,125,17
29416,36220121.374,20,124,17
29417,36220200.224,43,119,18
29418,36221132.680,17,119,16
29419,36221328.748,41,125,16
29420,36221503.199,47,117,17
29421,36222259.717,17,119,17
29422,36225102.458,22,119,17
29423,36225150.194,242,122,16
29424,36225455.287,54,122,16
29425,36225968.160,26,124,18
29426,36226589.916,20,128,17
29427,36227088.457,40,123,16
29428,36227206.067,17,239,17
29429,36228988.469,15,124,17
29430,36229208.612,97,122,16
29431,36229441.373,33,122,16
29432,36231220.308,57,125,16
29433,36232871.191,26,121,16
29434,36233035.754,17,122,18
29435,36234127.966,119,122,16
29436,36234961.691,259,125,18
29437,36236483.077,22,123,18
29438,36236646.240,18,122,17
29439,36237005.632,55,125,16
29440,36237036.771,43,120,18
29441,36238947.548,59,120,18
29442,36240242.324,166,124,16
29443,36240590.321,132,123,16
29444,36242123.703,52,124,16
29445,36247571.420,17,126,18
29446,36252632.648,47,126,18
29447,36252782.830,67,124,16
29448,36253324.321,51,125,16
29449,36256438.527,29,132,18
29450,36256639.146,49,124,17
29451,36256903.333,25,127,16
29452,36257121.957,33,124,16
29453,36257481.505,23,131,16
29454,36259442.163,43,123,16
29455,36261624.023,24,125,18
29456,36263859.930,22,131,17
29457,36264380.581,36,123,17
29458,36266469.565,24,127,16
29459,36267331.759,20,124,16
29460,36267378.980,30,134,18
29461,36267446.834,117,123,17
29462,36267704.330,26,124,17
29463,36268097.339,95,132,16
29464,36268374.376,43,122,16
29465,36271366.752,46,124,16
29466,36273649.051,24,125,16
29467,36274136.392,43,127,16
29468,36274424.258,24,119,18
29469,36275001.517,64,121,16
29470,36275089.173,274,128,17
29471,36275873.959,64,122,17
29472,36276132.875,49,127,16
29473,36276429.590,19,126,17
29474,36276550.156,65,124,16
29475,36276612.095,28,133,16
29476,36277690.557,109,125,16
29477,36278597.685,26,131,17
29478,36278635.293,73,248,16
29479,36279324.361,45,120,16
29480,36280013.749,50,123,16
29481,36280544.242,16,122,19
29482,36282563.914,36,126,18
29483,36283705.095,24,124,19
29484,36283805.277,69,123,16
29485,36286667.918,26,127,16
29486,36287092.104,59,121,16
29487,36287523.181,20,122,17
29488,36288353.040,17,120,18
29489,36289191.693,46,124,16
29490,36289890.542,20,120,17
29491,36290320.543,66,126,16
29492,36295060.545,174,122,16
29493,36295643.355,45,119,16
29494,36296570.923,19,119,16
29495,36296610.521,23,124,18
29496,36297013.059,41,119,17
29497,36297566.403,20,124,16
29498,36297693.605,31,122,17
29499,36299225.043,50,126,16
29500,36299310.708,120,123,16
29501,36301254.292,18,122,16
29502,36302889.281,19,127,17
29503,36307640.082,64,125,16
29504,36307852.501,19,121,17
29505,36309269.058,43,122,16
29506,36310041.938,76,124,16
29507,36311377.855,104,121,17
29508,36312447.374,45,123,16
29509,36312913.489,21,125,17
29510,36313472.963,23,122,16
29511,36313509.628,82,122,16
29512,36314318.167,71,121,16
29513,36315553.039,38,123,18
29514,36316620.367,26,119,18
29515,36319707.338,24,119,18
29516,36327754.706,31,125,18
29517,36330069.102,31,119,18
29518,36330153.137,27,119,17
29519,36330157.121,48,124,16
29520,36331573.883,69,121,16
29521,36331793.261,19,122,17
29522,36334153.489,78,124,16
29523,36334723.243,50,125,16
29524,36334922.666,47,122,17
29525,36336240.395,66,122,16
29526,36338225.645,19,126,18
29527,36338637.602,22,121,18
29528,36339942.234,39,239,16
29529,36342295.936,18,126,18
29530,36343437.326,21,121,16
29531,36344285.065,15,122,17
29532,36344435.741,55,125,16
29533,36346176.956,57,122,16
29534,36346657.883,19,123,19
29535,36347807.715,19,122,18
29536,36348325.528,45,124,16
29537,36350482.926,57,120,16
29538,36352400.781,46,120,16
29539,36354865.827,48,122,16
29540,36355298.627,112,120,16
29541,36355634.515,101,123,17
29542,36357363.294,27,124,17
29543,36358162.954,48,122,16
29544,36359503.852,29,125,17
29545,36359647.396,20,125,17
29546,36362698.218,21,126,18
29547,36363040.176,17,127,18
29548,36364256.377,39,125,19
29549,36366201.477,59,128,16
29550,36366779.912,80,125,17
29551,36367772.975,40,132,16
29552,36368327.570,35,125,16
29553,36370117.259,37,130,17
29554,36370761.872,19,125,17
29555,36370792.122,39,123,16
29556,36371427.308,97,126,16
29557,36374072.074,16,125,17
29558,36374089.507,30,127,18
29559,36374863.105,97,125,17
29560,36377012.298,19,127,19
29561,36377325.676,92,123,16
29562,36378155.864,20,122,17
29563,36378766.999,34,124,17
29564,36378953.319,31,121,17
29565,36379402.730,35,124,17
29566,36380801.464,17,128,16
29567,36383747.751,65,125,16
29568,36384582.985,62,122,16
29569,36384798.499,18,128,18
29570,36385712.232,28,125,18
29571,36386036.848,20,125,16
29572,36387275.862,15,128,17
29573,36389119.079,20,125,17
29574,36389745.068,15,127,17
29575,36390119.326,29,125,18
29576,36391516.114,23,127,17
29577,36391543.184,109,124,17
29578,36392944.792,20,241,16
29579,36393021.320,17,120,19
29580,36393917.851,50,119,17
29581,36394246.695,24,123,17
29582,36394371.120,61,119,16
29583,36395183.071,81,121,16
29584,36399341.743,112,125,16
29585,36399779.863,101,119,17
29586,36400215.899,61,119,16
29587,36400815.517,40,122,16
29588,36403637.635,20,121,16
29589,36403846.646,43,117,16
29590,36404745.946,61,126,16
29591,36405030.513,15,123,16
29592,36406143.541,37,121,18
29593,36406874.910,17,119,17
29594,36407190.888,18,124,18
29595,36407656.190,112,118,16
29596,36408544.507,28,120,17
29597,36409394.970,15,123,17
29598,36409984.059,51,125,16
29599,36410085.229,50,122,16
29600,36412628.740,23,122,16
29601,36412905.095,19,127,19
29602,36413751.195,30,125,18
29603,36413963.626,32,122,18
29604,36414472.344,72,122,17
29605,36415172.376,16,125,18
29606,36416276.980,62,122,16
29607,36416749.466,19,121,17
29608,36419608.756,27,124,18
29609,36421192.439,109,121,16
29610,36422239.861,101,122,16
29611,36422798.116,30,123,19
29612,36422949.979,46,124,16
29613,36425902.149,16,122,17
29614,36428626.262,15,123,18
29615,36429216.861,23,123,17
29616,36429275.036,32,119,16
29617,36429608.357,48,120,16
29618,36431709.527,20,123,16
29619,36431867.489,54,117,17
29620,36432147.008,69,120,16
29621,36432787.193,104,123,18
29622,36437882.854,143,124,16
29623,36438391.557,24,123,16
29624,36440153.423,20,123,16
29625,36440343.366,32,127,18
29626,36440534.285,35,120,17
29627,36442644.554,30,239,16
29628,36446321.501,72,125,17
29629,36447259.982,40,122,17
29630,36448813.557,43,123,16
29631,36450405.542,44,123,17
29632,36452269.891,21,122,18
29633,36455235.057,20,122,16
29634,36460158.077,20,123,17
29635,36460939.866,17,126,18
29636,36461570.418,15,122,18
29637,36461748.741,97,122,16
29638,36463221.290,15,123,17
29639,36463582.438,23,124,18
29640,36466117.653,53,130,18
29641,36467758.184,46,122,17
29642,36468506.664,148,121,16
29643,36470246.255,46,128,16
29644,36472546.022,33,122,16
29645,36472548.384,28,128,17
29646,36472951.610,19,124,18
29647,36473768.124,27,126,16
